"","Entity","Year","Code","Fossil_Fuels","Renewables","Income_Group"
"4240","Morocco",2023,"MAR",78.28545,7.97416,"Lower-middle-income countries"
"4241","Morocco",2024,"MAR",73.523384,8.673474,"Lower-middle-income countries"
"4242","Mozambique",2000,"MOZ",0.10449321,,"Low-income countries"
"4243","Mozambique",2001,"MOZ",0.34013605,,"Low-income countries"
"4244","Mozambique",2002,"MOZ",0.23847376,,"Low-income countries"
"4245","Mozambique",2003,"MOZ",0.27803522,,"Low-income countries"
"4246","Mozambique",2004,"MOZ",0.43103448,,"Low-income countries"
"4247","Mozambique",2005,"MOZ",0.15209125,,"Low-income countries"
"4248","Mozambique",2006,"MOZ",0.1370802,,"Low-income countries"
"4249","Mozambique",2007,"MOZ",0.06285355,,"Low-income countries"
"4250","Mozambique",2008,"MOZ",0.06680027,,"Low-income countries"
"4251","Mozambique",2009,"MOZ",0.059559256,,"Low-income countries"
"4252","Mozambique",2010,"MOZ",0.119976,,"Low-income countries"
"4253","Mozambique",2011,"MOZ",0.66305,,"Low-income countries"
"4254","Mozambique",2012,"MOZ",0.7348029,,"Low-income countries"
"4255","Mozambique",2013,"MOZ",1.4122394,,"Low-income countries"
"4256","Mozambique",2014,"MOZ",1.3414634,,"Low-income countries"
"4257","Mozambique",2015,"MOZ",7.0184984,,"Low-income countries"
"4258","Mozambique",2016,"MOZ",17.28526,,"Low-income countries"
"4259","Mozambique",2017,"MOZ",19.501135,,"Low-income countries"
"4260","Mozambique",2018,"MOZ",18.203033,,"Low-income countries"
"4261","Mozambique",2019,"MOZ",20.642445,,"Low-income countries"
"4262","Mozambique",2020,"MOZ",16.508938,,"Low-income countries"
"4263","Mozambique",2021,"MOZ",17.020147,,"Low-income countries"
"4264","Mozambique",2022,"MOZ",16.308794,,"Low-income countries"
"4265","Mozambique",2023,"MOZ",16.308794,,"Low-income countries"
"4266","Myanmar",2000,"MMR",63.333336,,"Low-income countries"
"4267","Myanmar",2001,"MMR",61.4561,,"Low-income countries"
"4268","Myanmar",2002,"MMR",58.38264,,"Low-income countries"
"4269","Myanmar",2003,"MMR",61.623615,,"Low-income countries"
"4270","Myanmar",2004,"MMR",57.040997,,"Low-income countries"
"4271","Myanmar",2005,"MMR",50.16611,,"Low-income countries"
"4272","Myanmar",2006,"MMR",46.116505,,"Low-income countries"
"4273","Myanmar",2007,"MMR",43.4375,,"Low-income countries"
"4274","Myanmar",2008,"MMR",38.519638,,"Low-income countries"
"4275","Myanmar",2009,"MMR",24.533718,,"Low-income countries"
"4276","Myanmar",2010,"MMR",28.190256,,"Low-income countries"
"4277","Myanmar",2011,"MMR",27.900288,,"Low-income countries"
"4278","Myanmar",2012,"MMR",28.673836,,"Low-income countries"
"4279","Myanmar",2013,"MMR",27.447834,,"Low-income countries"
"4280","Myanmar",2014,"MMR",37.039608,,"Lower-middle-income countries"
"4281","Myanmar",2015,"MMR",40.493824,,"Lower-middle-income countries"
"4282","Myanmar",2016,"MMR",44.81236,,"Lower-middle-income countries"
"4283","Myanmar",2017,"MMR",46.673,,"Lower-middle-income countries"
"4284","Myanmar",2018,"MMR",41.820705,,"Lower-middle-income countries"
"4285","Myanmar",2019,"MMR",43.73706,,"Lower-middle-income countries"
"4286","Myanmar",2020,"MMR",51.331203,,"Lower-middle-income countries"
"4287","Myanmar",2021,"MMR",50.65065,,"Lower-middle-income countries"
"4288","Myanmar",2022,"MMR",59.139786,,"Lower-middle-income countries"
"4289","Myanmar",2023,"MMR",61.813934,,"Lower-middle-income countries"
"4290","Myanmar",2024,"MMR",59.76499,,"Lower-middle-income countries"
"4291","Namibia",2000,"NAM",2.7777777,,"Lower-middle-income countries"
"4292","Namibia",2001,"NAM",0,,"Lower-middle-income countries"
"4293","Namibia",2002,"NAM",0.6993007,,"Lower-middle-income countries"
"4294","Namibia",2003,"NAM",0.6993007,,"Lower-middle-income countries"
"4295","Namibia",2004,"NAM",0.7246377,,"Lower-middle-income countries"
"4296","Namibia",2005,"NAM",1.7751478,,"Lower-middle-income countries"
"4297","Namibia",2006,"NAM",6.21118,,"Lower-middle-income countries"
"4298","Namibia",2007,"NAM",1.9108279,,"Lower-middle-income countries"
"4299","Namibia",2008,"NAM",11.464969,,"Upper-middle-income countries"
"4300","Namibia",2009,"NAM",5.333333,,"Upper-middle-income countries"
"4301","Namibia",2010,"NAM",3.8167942,,"Upper-middle-income countries"
"4302","Namibia",2011,"NAM",2.7586205,,"Upper-middle-income countries"
"4303","Namibia",2012,"NAM",2.994012,,"Upper-middle-income countries"
"4304","Namibia",2013,"NAM",4.444444,,"Upper-middle-income countries"
"4305","Namibia",2014,"NAM",0.6535948,,"Upper-middle-income countries"
"4306","Namibia",2015,"NAM",2.5316455,,"Upper-middle-income countries"
"4307","Namibia",2016,"NAM",4.054054,,"Upper-middle-income countries"
"4308","Namibia",2017,"NAM",3.9548023,,"Upper-middle-income countries"
"4309","Namibia",2018,"NAM",1.4184397,,"Upper-middle-income countries"
"4310","Namibia",2019,"NAM",3.6231885,,"Upper-middle-income countries"
"4311","Namibia",2020,"NAM",3.5,,"Upper-middle-income countries"
"4312","Namibia",2021,"NAM",2.6490066,,"Upper-middle-income countries"
"4313","Namibia",2022,"NAM",1.5151514,,"Upper-middle-income countries"
"4314","Namibia",2023,"NAM",2.1164021,,"Upper-middle-income countries"
"4315","Nauru",2000,"NRU",100,,
"4316","Nauru",2001,"NRU",100,,
"4317","Nauru",2002,"NRU",100,,
"4318","Nauru",2003,"NRU",100,,
"4319","Nauru",2004,"NRU",100,,
"4320","Nauru",2005,"NRU",100,,
"4321","Nauru",2006,"NRU",100,,
"4322","Nauru",2007,"NRU",100,,
"4323","Nauru",2008,"NRU",100,,
"4324","Nauru",2009,"NRU",100,,
"4325","Nauru",2010,"NRU",100,,
"4326","Nauru",2011,"NRU",100,,
"4327","Nauru",2012,"NRU",100,,
"4328","Nauru",2013,"NRU",100,,
"4329","Nauru",2014,"NRU",100,,
"4330","Nauru",2015,"NRU",100,,"High-income countries"
"4331","Nauru",2016,"NRU",100,,"Upper-middle-income countries"
"4332","Nauru",2017,"NRU",100,,"Upper-middle-income countries"
"4333","Nauru",2018,"NRU",100,,"Upper-middle-income countries"
"4334","Nauru",2019,"NRU",100,,"High-income countries"
"4335","Nauru",2020,"NRU",100,,"High-income countries"
"4336","Nauru",2021,"NRU",100,,"High-income countries"
"4337","Nauru",2022,"NRU",100,,"High-income countries"
"4338","Nauru",2023,"NRU",100,,"High-income countries"
"4339","Nepal",2000,"NPL",1.8181818,,"Low-income countries"
"4340","Nepal",2001,"NPL",1.081081,,"Low-income countries"
"4341","Nepal",2002,"NPL",0,,"Low-income countries"
"4342","Nepal",2003,"NPL",0,,"Low-income countries"
"4343","Nepal",2004,"NPL",0.41841,,"Low-income countries"
"4344","Nepal",2005,"NPL",0.7968127,,"Low-income countries"
"4345","Nepal",2006,"NPL",0.36764705,,"Low-income countries"
"4346","Nepal",2007,"NPL",0.36101082,,"Low-income countries"
"4347","Nepal",2008,"NPL",0.35842294,,"Low-income countries"
"4348","Nepal",2009,"NPL",0.32467532,,"Low-income countries"
"4349","Nepal",2010,"NPL",0,,"Low-income countries"
"4350","Nepal",2011,"NPL",0,,"Low-income countries"
"4351","Nepal",2012,"NPL",0.56657225,,"Low-income countries"
"4352","Nepal",2013,"NPL",0.28571427,,"Low-income countries"
"4353","Nepal",2014,"NPL",0,,"Low-income countries"
"4354","Nepal",2015,"NPL",0,,"Low-income countries"
"4355","Nepal",2016,"NPL",0,,"Low-income countries"
"4356","Nepal",2017,"NPL",0,,"Low-income countries"
"4357","Nepal",2018,"NPL",0,,"Low-income countries"
"4358","Nepal",2019,"NPL",0,,"Lower-middle-income countries"
"4359","Nepal",2020,"NPL",0,,"Lower-middle-income countries"
"4360","Nepal",2021,"NPL",0,,"Lower-middle-income countries"
"4361","Nepal",2022,"NPL",0,,"Lower-middle-income countries"
"4362","Netherlands",1985,"NLD",89.40691,0.16854893,
"4363","Netherlands",1986,"NLD",89.46851,0.2014519,
"4364","Netherlands",1987,"NLD",90.43215,0.24990332,"High-income countries"
"4365","Netherlands",1988,"NLD",89.69909,0.30080315,"High-income countries"
"4366","Netherlands",1989,"NLD",89.48016,0.33543637,"High-income countries"
"4367","Netherlands",1990,"NLD",93.88967,0.27298614,"High-income countries"
"4368","Netherlands",1991,"NLD",94.181915,0.31010416,"High-income countries"
"4369","Netherlands",1992,"NLD",93.67089,0.32961985,"High-income countries"
"4370","Netherlands",1993,"NLD",93.34476,0.3632424,"High-income countries"
"4371","Netherlands",1994,"NLD",93.31715,0.4136152,"High-income countries"
"4372","Netherlands",1995,"NLD",93.19378,0.44182104,"High-income countries"
"4373","Netherlands",1996,"NLD",92.88688,0.5463039,"High-income countries"
"4374","Netherlands",1997,"NLD",94.806114,0.6161634,"High-income countries"
"4375","Netherlands",1998,"NLD",93.14241,0.7030627,"High-income countries"
"4376","Netherlands",1999,"NLD",92.55518,0.769716,"High-income countries"
"4377","Netherlands",2000,"NLD",92.16444,0.8954775,"High-income countries"
"4378","Netherlands",2001,"NLD",92.08813,0.9577014,"High-income countries"
"4379","Netherlands",2002,"NLD",91.66315,1.1499947,"High-income countries"
"4380","Netherlands",2003,"NLD",91.64135,1.1242951,"High-income countries"
"4381","Netherlands",2004,"NLD",90.86355,1.4521759,"High-income countries"
"4382","Netherlands",2005,"NLD",88.369026,2.013442,"High-income countries"
"4383","Netherlands",2006,"NLD",88.17679,2.239911,"High-income countries"
"4384","Netherlands",2007,"NLD",88.62847,2.3409986,"High-income countries"
"4385","Netherlands",2008,"NLD",87.10103,2.816523,"High-income countries"
"4386","Netherlands",2009,"NLD",86.57766,3.3230915,"High-income countries"
"4387","Netherlands",2010,"NLD",87.16342,3.0386908,"High-income countries"
"4388","Netherlands",2011,"NLD",85.38708,3.5456226,"High-income countries"
"4389","Netherlands",2012,"NLD",83.983574,3.6702337,"High-income countries"
"4390","Netherlands",2013,"NLD",85.093475,3.6103115,"High-income countries"
"4391","Netherlands",2014,"NLD",84.58374,3.6512747,"High-income countries"
"4392","Netherlands",2015,"NLD",83.695755,4.031189,"High-income countries"
"4393","Netherlands",2016,"NLD",83.55563,4.1387153,"High-income countries"
"4394","Netherlands",2017,"NLD",82.04929,4.794659,"High-income countries"
"4395","Netherlands",2018,"NLD",80.20336,5.5051446,"High-income countries"
"4396","Netherlands",2019,"NLD",77.75093,6.7085767,"High-income countries"
"4397","Netherlands",2020,"NLD",69.80978,9.734893,"High-income countries"
"4398","Netherlands",2021,"NLD",63.427155,11.482852,"High-income countries"
"4399","Netherlands",2022,"NLD",56.515568,14.416846,"High-income countries"
"4400","Netherlands",2023,"NLD",49.359886,16.630291,"High-income countries"
"4401","Netherlands",2024,"NLD",46.287815,18.119257,"High-income countries"
"4402","New Caledonia",2000,"NCL",72.56098,,"High-income countries"
"4403","New Caledonia",2001,"NCL",78.48837,,"High-income countries"
"4404","New Caledonia",2002,"NCL",81.14285,,"High-income countries"
"4405","New Caledonia",2003,"NCL",81.71428,,"High-income countries"
"4406","New Caledonia",2004,"NCL",80.239525,,"High-income countries"
"4407","New Caledonia",2005,"NCL",80.85107,,"High-income countries"
"4408","New Caledonia",2006,"NCL",83.422455,,"High-income countries"
"4409","New Caledonia",2007,"NCL",77.72021,,"High-income countries"
"4410","New Caledonia",2008,"NCL",74.19355,,"High-income countries"
"4411","New Caledonia",2009,"NCL",77.83505,,"High-income countries"
"4412","New Caledonia",2010,"NCL",85.37736,,"High-income countries"
"4413","New Caledonia",2011,"NCL",81.41593,,"High-income countries"
"4414","New Caledonia",2012,"NCL",79.91267,,"High-income countries"
"4415","New Caledonia",2013,"NCL",79.681274,,"High-income countries"
"4416","New Caledonia",2014,"NCL",88.37209,,"High-income countries"
"4417","New Caledonia",2015,"NCL",85.86207,,"High-income countries"
"4418","New Caledonia",2016,"NCL",90.76433,,"High-income countries"
"4419","New Caledonia",2017,"NCL",86.37771,,"High-income countries"
"4420","New Caledonia",2018,"NCL",88,,"High-income countries"
"4421","New Caledonia",2019,"NCL",86.18619,,"High-income countries"
"4422","New Caledonia",2020,"NCL",84.25926,,"High-income countries"
"4423","New Caledonia",2021,"NCL",77.66323,,"High-income countries"
"4424","New Caledonia",2022,"NCL",73.78641,,"High-income countries"
"4425","New Zealand",2000,"NZL",28.244667,35.36387,"High-income countries"
"4426","New Zealand",2001,"NZL",36.354378,31.766731,"High-income countries"
"4427","New Zealand",2002,"NZL",30.365582,34.139435,"High-income countries"
"4428","New Zealand",2003,"NZL",33.91132,33.365532,"High-income countries"
"4429","New Zealand",2004,"NZL",27.608232,36.99028,"High-income countries"
"4430","New Zealand",2005,"NZL",35.59322,33.78733,"High-income countries"
"4431","New Zealand",2006,"NZL",35.223045,34.04708,"High-income countries"
"4432","New Zealand",2007,"NZL",34.50899,34.70124,"High-income countries"
"4433","New Zealand",2008,"NZL",35.768612,33.83558,"High-income countries"
"4434","New Zealand",2009,"NZL",28.31199,37.36173,"High-income countries"
"4435","New Zealand",2010,"NZL",26.878807,38.311356,"High-income countries"
"4436","New Zealand",2011,"NZL",24.008207,39.186787,"High-income countries"
"4437","New Zealand",2012,"NZL",28.274286,36.696205,"High-income countries"
"4438","New Zealand",2013,"NZL",25.807962,36.768856,"High-income countries"
"4439","New Zealand",2014,"NZL",20.89935,37.452274,"High-income countries"
"4440","New Zealand",2015,"NZL",19.921965,38.143116,"High-income countries"
"4441","New Zealand",2016,"NZL",15.666281,38.817078,"High-income countries"
"4442","New Zealand",2017,"NZL",18.781492,37.08545,"High-income countries"
"4443","New Zealand",2018,"NZL",16.601875,38.09752,"High-income countries"
"4444","New Zealand",2019,"NZL",17.577143,36.899734,"High-income countries"
"4445","New Zealand",2020,"NZL",19.07728,39.27529,"High-income countries"
"4446","New Zealand",2021,"NZL",18.277842,40.316456,"High-income countries"
"4447","New Zealand",2022,"NZL",14.1160345,43.294933,"High-income countries"
"4448","New Zealand",2023,"NZL",12.357501,42.264587,"High-income countries"
"4449","New Zealand",2024,"NZL",14.9347725,42.554394,"High-income countries"
"4450","Nicaragua",2000,"NIC",78.50877,,"Low-income countries"
"4451","Nicaragua",2001,"NIC",80.16194,,"Low-income countries"
"4452","Nicaragua",2002,"NIC",74.90196,,"Low-income countries"
"4453","Nicaragua",2003,"NIC",72.59259,,"Low-income countries"
"4454","Nicaragua",2004,"NIC",71.88612,,"Low-income countries"
"4455","Nicaragua",2005,"NIC",64.33567,,"Lower-middle-income countries"
"4456","Nicaragua",2006,"NIC",69.96805,,"Lower-middle-income countries"
"4457","Nicaragua",2007,"NIC",71.25,,"Lower-middle-income countries"
"4458","Nicaragua",2008,"NIC",64.583336,,"Lower-middle-income countries"
"4459","Nicaragua",2009,"NIC",69.27537,,"Lower-middle-income countries"
"4460","Nicaragua",2010,"NIC",63.287666,,"Lower-middle-income countries"
"4461","Nicaragua",2011,"NIC",66.14173,,"Lower-middle-income countries"
"4462","Nicaragua",2012,"NIC",57.320095,,"Lower-middle-income countries"
"4463","Nicaragua",2013,"NIC",47.72182,,"Lower-middle-income countries"
"4464","Nicaragua",2014,"NIC",46.18834,,"Lower-middle-income countries"
"4465","Nicaragua",2015,"NIC",49.891064,,"Lower-middle-income countries"
"4466","Nicaragua",2016,"NIC",47.712418,,"Lower-middle-income countries"
"4467","Nicaragua",2017,"NIC",44.02655,,"Lower-middle-income countries"
"4468","Nicaragua",2018,"NIC",41.29032,,"Lower-middle-income countries"
"4469","Nicaragua",2019,"NIC",43.013103,,"Lower-middle-income countries"
"4470","Nicaragua",2020,"NIC",30.079155,,"Lower-middle-income countries"
"4471","Nicaragua",2021,"NIC",30.878859,,"Lower-middle-income countries"
"4472","Nicaragua",2022,"NIC",35.879627,,"Lower-middle-income countries"
"4473","Nicaragua",2023,"NIC",35.46911,,"Lower-middle-income countries"
"4474","Niger",2000,"NER",100,,"Low-income countries"
"4475","Niger",2001,"NER",100,,"Low-income countries"
"4476","Niger",2002,"NER",100,,"Low-income countries"
"4477","Niger",2003,"NER",100,,"Low-income countries"
"4478","Niger",2004,"NER",100,,"Low-income countries"
"4479","Niger",2005,"NER",100,,"Low-income countries"
"4480","Niger",2006,"NER",100,,"Low-income countries"
"4481","Niger",2007,"NER",100,,"Low-income countries"
"4482","Niger",2008,"NER",100,,"Low-income countries"
"4483","Niger",2009,"NER",100,,"Low-income countries"
"4484","Niger",2010,"NER",100,,"Low-income countries"
"4485","Niger",2011,"NER",100,,"Low-income countries"
"4486","Niger",2012,"NER",100,,"Low-income countries"
"4487","Niger",2013,"NER",100,,"Low-income countries"
"4488","Niger",2014,"NER",97.77778,,"Low-income countries"
"4489","Niger",2015,"NER",98.14814,,"Low-income countries"
"4490","Niger",2016,"NER",98.57143,,"Low-income countries"
"4491","Niger",2017,"NER",98.21429,,"Low-income countries"
"4492","Niger",2018,"NER",98.11321,,"Low-income countries"
"4493","Niger",2019,"NER",97.01492,,"Low-income countries"
"4494","Niger",2020,"NER",97.01492,,"Low-income countries"
"4495","Niger",2021,"NER",97.1831,,"Low-income countries"
"4496","Niger",2022,"NER",97.468346,,"Low-income countries"
"4497","Niger",2023,"NER",97.49999,,"Low-income countries"
"4498","Nigeria",2000,"NGA",61.736774,,"Low-income countries"
"4499","Nigeria",2001,"NGA",61.732384,,"Low-income countries"
"4500","Nigeria",2002,"NGA",61.763344,,"Low-income countries"
"4501","Nigeria",2003,"NGA",63.0693,,"Low-income countries"
"4502","Nigeria",2004,"NGA",66.5706,,"Low-income countries"
"4503","Nigeria",2005,"NGA",66.96391,,"Low-income countries"
"4504","Nigeria",2006,"NGA",72.88062,,"Low-income countries"
"4505","Nigeria",2007,"NGA",72.857765,,"Low-income countries"
"4506","Nigeria",2008,"NGA",72.869316,,"Lower-middle-income countries"
"4507","Nigeria",2009,"NGA",77.05912,,"Lower-middle-income countries"
"4508","Nigeria",2010,"NGA",75.583626,,"Lower-middle-income countries"
"4509","Nigeria",2011,"NGA",78.21745,,"Lower-middle-income countries"
"4510","Nigeria",2012,"NGA",80.201805,,"Lower-middle-income countries"
"4511","Nigeria",2013,"NGA",81.43795,,"Lower-middle-income countries"
"4512","Nigeria",2014,"NGA",83.30235,,"Lower-middle-income countries"
"4513","Nigeria",2015,"NGA",80.49443,,"Lower-middle-income countries"
"4514","Nigeria",2016,"NGA",77.53147,,"Lower-middle-income countries"
"4515","Nigeria",2017,"NGA",75.80645,,"Lower-middle-income countries"
"4516","Nigeria",2018,"NGA",78.83411,,"Lower-middle-income countries"
"4517","Nigeria",2019,"NGA",76.659355,,"Lower-middle-income countries"
"4518","Nigeria",2020,"NGA",79.44737,,"Lower-middle-income countries"
"4519","Nigeria",2021,"NGA",79.33673,,"Lower-middle-income countries"
"4520","Nigeria",2022,"NGA",75.289474,,"Lower-middle-income countries"
"4521","Nigeria",2023,"NGA",77.11127,,"Lower-middle-income countries"
"4522","Nigeria",2024,"NGA",76.97483,,"Lower-middle-income countries"
"4523","Non-OECD (EI)",1985,"",69.83102,6.5285797,
"4524","Non-OECD (EI)",1986,"",70.76464,6.602482,
"4525","Non-OECD (EI)",1987,"",70.78415,6.513694,
"4526","Non-OECD (EI)",1988,"",69.96112,6.6158514,
"4527","Non-OECD (EI)",1989,"",70.79362,6.652689,
"4528","Non-OECD (EI)",1990,"",70.77045,6.738515,
"4529","Non-OECD (EI)",1991,"",70.46647,6.952496,
"4530","Non-OECD (EI)",1992,"",70.550224,7.033016,
"4531","Non-OECD (EI)",1993,"",69.72333,7.4326353,
"4532","Non-OECD (EI)",1994,"",69.300354,7.809762,
"4533","Non-OECD (EI)",1995,"",69.413574,7.9928055,
"4534","Non-OECD (EI)",1996,"",69.91061,7.8139486,
"4535","Non-OECD (EI)",1997,"",70.323204,7.8820767,
"4536","Non-OECD (EI)",1998,"",70.22967,8.169329,
"4537","Non-OECD (EI)",1999,"",70.8231,8.080178,
"4538","Non-OECD (EI)",2000,"",71.130486,8.055896,
"4539","Non-OECD (EI)",2001,"",71.40296,7.9558215,
"4540","Non-OECD (EI)",2002,"",72.18076,7.7683835,
"4541","Non-OECD (EI)",2003,"",73.330666,7.358778,
"4542","Non-OECD (EI)",2004,"",72.8674,7.541986,
"4543","Non-OECD (EI)",2005,"",73.39096,7.447286,
"4544","Non-OECD (EI)",2006,"",73.97412,7.420438,
"4545","Non-OECD (EI)",2007,"",74.63413,7.4333177,
"4546","Non-OECD (EI)",2008,"",73.95766,7.7692575,
"4547","Non-OECD (EI)",2009,"",74.268936,7.8008995,
"4548","Non-OECD (EI)",2010,"",74.183846,8.015069,
"4549","Non-OECD (EI)",2011,"",74.99681,7.800059,
"4550","Non-OECD (EI)",2012,"",74.3809,8.142191,
"4551","Non-OECD (EI)",2013,"",74.04224,8.568565,
"4552","Non-OECD (EI)",2014,"",73.490395,8.9687195,
"4553","Non-OECD (EI)",2015,"",72.862976,9.099862,
"4554","Non-OECD (EI)",2016,"",71.82583,9.589522,
"4555","Non-OECD (EI)",2017,"",71.26682,9.931401,
"4556","Non-OECD (EI)",2018,"",70.63419,10.412346,
"4557","Non-OECD (EI)",2019,"",69.532616,10.842357,
"4558","Non-OECD (EI)",2020,"",68.20348,11.599679,
"4559","Non-OECD (EI)",2021,"",67.9577,11.883962,
"4560","Non-OECD (EI)",2022,"",66.61534,12.550353,
"4561","Non-OECD (EI)",2023,"",66.32607,12.814315,
"4562","Non-OECD (EI)",2024,"",64.76826,13.783567,
"4563","North America",2000,"",65.761086,6.8399487,
"4564","North America",2001,"",66.938934,6.1580014,
"4565","North America",2002,"",66.15639,6.6523776,
"4566","North America",2003,"",66.763626,6.6040673,
"4567","North America",2004,"",66.53532,6.537387,
"4568","North America",2005,"",66.69676,6.784147,
"4569","North America",2006,"",66.11006,7.099548,
"4570","North America",2007,"",67.074486,6.892039,
"4571","North America",2008,"",65.83181,7.5890594,
"4572","North America",2009,"",64.35202,8.19338,
"4573","North America",2010,"",65.31956,8.1278305,
"4574","North America",2011,"",63.52549,9.087244,
"4575","North America",2012,"",63.835346,9.189115,
"4576","North America",2013,"",62.744038,9.34792,
"4577","North America",2014,"",62.261356,9.452917,
"4578","North America",2015,"",61.963215,9.694766,
"4579","North America",2016,"",60.437393,10.359279,
"4580","North America",2017,"",58.338245,11.027422,
"4581","North America",2018,"",59.063927,10.845119,
"4582","North America",2019,"",58.264862,11.066318,
"4583","North America",2020,"",55.8989,12.478162,
"4584","North America",2021,"",56.05938,12.411072,
"4585","North America",2022,"",55.43501,13.036164,
"4586","North America",2023,"",55.53392,12.964751,
"4587","North America (EI)",1985,"",65.01418,7.672235,
"4588","North America (EI)",1986,"",63.61328,7.7815194,
"4589","North America (EI)",1987,"",64.52089,7.1737394,
"4590","North America (EI)",1988,"",64.74793,6.5227127,
"4591","North America (EI)",1989,"",65.76592,6.824707,
"4592","North America (EI)",1990,"",64.09207,7.222272,
"4593","North America (EI)",1991,"",63.197624,7.324505,
"4594","North America (EI)",1992,"",63.873295,7.031757,
"4595","North America (EI)",1993,"",64.0092,7.2821507,
"4596","North America (EI)",1994,"",64.183044,6.935691,
"4597","North America (EI)",1995,"",62.970448,7.4168024,
"4598","North America (EI)",1996,"",62.60689,7.735581,
"4599","North America (EI)",1997,"",64.39389,7.6838593,
"4600","North America (EI)",1998,"",65.866295,7.1699505,
"4601","North America (EI)",1999,"",64.907326,7.2128644,
"4602","North America (EI)",2000,"",66.15216,6.79011,
"4603","North America (EI)",2001,"",67.193436,6.11504,
"4604","North America (EI)",2002,"",66.442116,6.619412,
"4605","North America (EI)",2003,"",66.94309,6.5678964,
"4606","North America (EI)",2004,"",66.82729,6.4947805,
"4607","North America (EI)",2005,"",66.939,6.7452497,
"4608","North America (EI)",2006,"",66.37429,7.0811644,
"4609","North America (EI)",2007,"",67.32979,6.8729672,
"4610","North America (EI)",2008,"",66.09092,7.5688834,
"4611","North America (EI)",2009,"",64.54881,8.18659,
"4612","North America (EI)",2010,"",65.68034,8.103245,
"4613","North America (EI)",2011,"",63.835373,9.09081,
"4614","North America (EI)",2012,"",64.14997,9.1676035,
"4615","North America (EI)",2013,"",63.060566,9.322106,
"4616","North America (EI)",2014,"",62.608593,9.433061,
"4617","North America (EI)",2015,"",62.319992,9.674178,
"4618","North America (EI)",2016,"",60.82858,10.34286,
"4619","North America (EI)",2017,"",58.815407,10.997217,
"4620","North America (EI)",2018,"",59.59146,10.798135,
"4621","North America (EI)",2019,"",58.652378,11.056481,
"4622","North America (EI)",2020,"",56.521564,12.424632,
"4623","North America (EI)",2021,"",56.768112,12.342437,
"4624","North America (EI)",2022,"",56.222214,12.988676,
"4625","North America (EI)",2023,"",56.421707,12.955896,
"4626","North America (EI)",2024,"",55.861412,13.559166,
"4627","North America (Ember)",2000,"",64.97579,,
"4628","North America (Ember)",2001,"",66.012924,,
"4629","North America (Ember)",2002,"",65.09418,,
"4630","North America (Ember)",2003,"",65.5923,,
"4631","North America (Ember)",2004,"",65.43955,,
"4632","North America (Ember)",2005,"",65.64866,,
"4633","North America (Ember)",2006,"",64.985435,,
"4634","North America (Ember)",2007,"",65.94161,,
"4635","North America (Ember)",2008,"",64.82888,,
"4636","North America (Ember)",2009,"",62.9233,,
"4637","North America (Ember)",2010,"",64.1537,,
"4638","North America (Ember)",2011,"",62.13906,,
"4639","North America (Ember)",2012,"",62.383755,,
"4640","North America (Ember)",2013,"",61.204098,,
"4641","North America (Ember)",2014,"",60.876186,,
"4642","North America (Ember)",2015,"",60.442562,,
"4643","North America (Ember)",2016,"",58.717587,,
"4644","North America (Ember)",2017,"",56.506622,,
"4645","North America (Ember)",2018,"",57.34829,,
"4646","North America (Ember)",2019,"",56.383106,,
"4647","North America (Ember)",2020,"",54.32093,,
"4648","North America (Ember)",2021,"",54.838406,,
"4649","North America (Ember)",2022,"",54.126858,,
"4650","North America (Ember)",2023,"",53.960598,,
"4651","North America (Ember)",2024,"",53.401012,,
"4652","North Korea",2000,"PRK",47.668396,,"Low-income countries"
"4653","North Korea",2001,"PRK",47.78497,,"Low-income countries"
"4654","North Korea",2002,"PRK",46.5412,,"Low-income countries"
"4655","North Korea",2003,"PRK",44.444447,,"Low-income countries"
"4656","North Korea",2004,"PRK",43.36688,,"Low-income countries"
"4657","North Korea",2005,"PRK",42.907337,,"Low-income countries"
"4658","North Korea",2006,"PRK",44.016136,,"Low-income countries"
"4659","North Korea",2007,"PRK",38.522675,,"Low-income countries"
"4660","North Korea",2008,"PRK",39.59237,,"Low-income countries"
"4661","North Korea",2009,"PRK",47.04876,,"Low-income countries"
"4662","North Korea",2010,"PRK",43.69962,,"Low-income countries"
"4663","North Korea",2011,"PRK",37.37422,,"Low-income countries"
"4664","North Korea",2012,"PRK",37.453182,,"Low-income countries"
"4665","North Korea",2013,"PRK",37.323624,,"Low-income countries"
"4666","North Korea",2014,"PRK",40.037247,,"Low-income countries"
"4667","North Korea",2015,"PRK",47.54358,,"Low-income countries"
"4668","North Korea",2016,"PRK",46.619072,,"Low-income countries"
"4669","North Korea",2017,"PRK",49.50918,,"Low-income countries"
"4670","North Korea",2018,"PRK",48.731377,,"Low-income countries"
"4671","North Korea",2019,"PRK",53.60134,,"Low-income countries"
"4672","North Korea",2020,"PRK",46.473026,,"Low-income countries"
"4673","North Korea",2021,"PRK",36.67577,,"Low-income countries"
"4674","North Korea",2022,"PRK",36.91149,,"Low-income countries"
"4675","North Macedonia",1990,"MKD",91.478264,4.6121616,
"4676","North Macedonia",1991,"MKD",85.26863,8.040687,
"4677","North Macedonia",1992,"MKD",85.9967,7.829674,"Lower-middle-income countries"
"4678","North Macedonia",1993,"MKD",89.96139,4.8035636,"Lower-middle-income countries"
"4679","North Macedonia",1994,"MKD",88.383835,6.817592,"Lower-middle-income countries"
