"","Entity","Code","Year","Fossil_Fuels","Renewables","Income_Group","Net_Zero_Targets"
"3062","Mozambique","MOZ",2011,0.66305,99.336945,"Low-income countries","Proposed / in discussion"
"3063","Mozambique","MOZ",2012,0.7348029,99.26519,"Low-income countries","Proposed / in discussion"
"3064","Mozambique","MOZ",2013,1.4122394,98.58776,"Low-income countries","Proposed / in discussion"
"3065","Mozambique","MOZ",2014,1.3414634,98.65854,"Low-income countries","Proposed / in discussion"
"3066","Mozambique","MOZ",2015,7.0184984,92.98151,"Low-income countries","Proposed / in discussion"
"3067","Mozambique","MOZ",2016,17.28526,82.71474,"Low-income countries","Proposed / in discussion"
"3068","Mozambique","MOZ",2017,19.501135,80.49887,"Low-income countries","Proposed / in discussion"
"3069","Mozambique","MOZ",2018,18.203033,81.796974,"Low-income countries","Proposed / in discussion"
"3070","Mozambique","MOZ",2019,20.642445,79.35756,"Low-income countries","Proposed / in discussion"
"3071","Mozambique","MOZ",2020,16.508938,83.49106,"Low-income countries","Proposed / in discussion"
"3072","Mozambique","MOZ",2021,17.020147,82.97984,"Low-income countries","Proposed / in discussion"
"3073","Mozambique","MOZ",2022,16.308794,83.691216,"Low-income countries","Proposed / in discussion"
"3074","Mozambique","MOZ",2023,16.308794,83.691216,"Low-income countries","Proposed / in discussion"
"3075","Myanmar","MMR",2000,63.333336,36.666668,"Low-income countries","Proposed / in discussion"
"3076","Myanmar","MMR",2001,61.4561,38.543896,"Low-income countries","Proposed / in discussion"
"3077","Myanmar","MMR",2002,58.38264,41.617355,"Low-income countries","Proposed / in discussion"
"3078","Myanmar","MMR",2003,61.623615,38.37638,"Low-income countries","Proposed / in discussion"
"3079","Myanmar","MMR",2004,57.040997,42.959003,"Low-income countries","Proposed / in discussion"
"3080","Myanmar","MMR",2005,50.16611,49.83389,"Low-income countries","Proposed / in discussion"
"3081","Myanmar","MMR",2006,46.116505,53.883495,"Low-income countries","Proposed / in discussion"
"3082","Myanmar","MMR",2007,43.4375,56.562496,"Low-income countries","Proposed / in discussion"
"3083","Myanmar","MMR",2008,38.519638,61.480366,"Low-income countries","Proposed / in discussion"
"3084","Myanmar","MMR",2009,24.533718,75.46629,"Low-income countries","Proposed / in discussion"
"3085","Myanmar","MMR",2010,28.190256,71.809746,"Low-income countries","Proposed / in discussion"
"3086","Myanmar","MMR",2011,27.900288,72.09971,"Low-income countries","Proposed / in discussion"
"3087","Myanmar","MMR",2012,28.673836,71.326164,"Low-income countries","Proposed / in discussion"
"3088","Myanmar","MMR",2013,27.447834,72.55217,"Low-income countries","Proposed / in discussion"
"3089","Myanmar","MMR",2014,37.039608,62.960392,"Lower-middle-income countries","Proposed / in discussion"
"3090","Myanmar","MMR",2015,40.493824,59.506172,"Lower-middle-income countries","Proposed / in discussion"
"3091","Myanmar","MMR",2016,44.81236,55.187634,"Lower-middle-income countries","Proposed / in discussion"
"3092","Myanmar","MMR",2017,46.673,53.326996,"Lower-middle-income countries","Proposed / in discussion"
"3093","Myanmar","MMR",2018,41.820705,58.1793,"Lower-middle-income countries","Proposed / in discussion"
"3094","Myanmar","MMR",2019,43.73706,56.26294,"Lower-middle-income countries","Proposed / in discussion"
"3095","Myanmar","MMR",2020,51.331203,48.668797,"Lower-middle-income countries","Proposed / in discussion"
"3096","Myanmar","MMR",2021,50.65065,49.34935,"Lower-middle-income countries","Proposed / in discussion"
"3097","Myanmar","MMR",2022,59.139786,40.860214,"Lower-middle-income countries","Proposed / in discussion"
"3098","Myanmar","MMR",2023,61.813934,38.186066,"Lower-middle-income countries","Proposed / in discussion"
"3099","Myanmar","MMR",2024,59.76499,40.23501,"Lower-middle-income countries","Proposed / in discussion"
"3100","Namibia","NAM",2000,2.7777777,97.22221,"Lower-middle-income countries","In policy document"
"3101","Namibia","NAM",2001,0,100,"Lower-middle-income countries","In policy document"
"3102","Namibia","NAM",2002,0.6993007,99.3007,"Lower-middle-income countries","In policy document"
"3103","Namibia","NAM",2003,0.6993007,99.3007,"Lower-middle-income countries","In policy document"
"3104","Namibia","NAM",2004,0.7246377,99.27536,"Lower-middle-income countries","In policy document"
"3105","Namibia","NAM",2005,1.7751478,98.224846,"Lower-middle-income countries","In policy document"
"3106","Namibia","NAM",2006,6.21118,93.78882,"Lower-middle-income countries","In policy document"
"3107","Namibia","NAM",2007,1.9108279,98.089165,"Lower-middle-income countries","In policy document"
"3108","Namibia","NAM",2008,11.464969,88.53503,"Upper-middle-income countries","In policy document"
"3109","Namibia","NAM",2009,5.333333,94.666664,"Upper-middle-income countries","In policy document"
"3110","Namibia","NAM",2010,3.8167942,96.18321,"Upper-middle-income countries","In policy document"
"3111","Namibia","NAM",2011,2.7586205,97.24137,"Upper-middle-income countries","In policy document"
"3112","Namibia","NAM",2012,2.994012,97.00599,"Upper-middle-income countries","In policy document"
"3113","Namibia","NAM",2013,4.444444,95.55555,"Upper-middle-income countries","In policy document"
"3114","Namibia","NAM",2014,0.6535948,99.346405,"Upper-middle-income countries","In policy document"
"3115","Namibia","NAM",2015,2.5316455,97.468346,"Upper-middle-income countries","In policy document"
"3116","Namibia","NAM",2016,4.054054,95.94594,"Upper-middle-income countries","In policy document"
"3117","Namibia","NAM",2017,3.9548023,96.045204,"Upper-middle-income countries","In policy document"
"3118","Namibia","NAM",2018,1.4184397,98.58156,"Upper-middle-income countries","In policy document"
"3119","Namibia","NAM",2019,3.6231885,96.376816,"Upper-middle-income countries","In policy document"
"3120","Namibia","NAM",2020,3.5,96.5,"Upper-middle-income countries","In policy document"
"3121","Namibia","NAM",2021,2.6490066,97.351,"Upper-middle-income countries","In policy document"
"3122","Namibia","NAM",2022,1.5151514,98.48484,"Upper-middle-income countries","In policy document"
"3123","Namibia","NAM",2023,2.1164021,97.8836,"Upper-middle-income countries","In policy document"
"3124","Nauru","NRU",2015,100,0,"High-income countries","Proposed / in discussion"
"3125","Nauru","NRU",2016,100,0,"Upper-middle-income countries","Proposed / in discussion"
"3126","Nauru","NRU",2017,100,0,"Upper-middle-income countries","Proposed / in discussion"
"3127","Nauru","NRU",2018,100,0,"Upper-middle-income countries","Proposed / in discussion"
"3128","Nauru","NRU",2019,100,0,"High-income countries","Proposed / in discussion"
"3129","Nauru","NRU",2020,100,0,"High-income countries","Proposed / in discussion"
"3130","Nauru","NRU",2021,100,0,"High-income countries","Proposed / in discussion"
"3131","Nauru","NRU",2022,100,0,"High-income countries","Proposed / in discussion"
"3132","Nauru","NRU",2023,100,0,"High-income countries","Proposed / in discussion"
"3133","Nepal","NPL",2000,1.8181818,98.181816,"Low-income countries","In policy document"
"3134","Nepal","NPL",2001,1.081081,98.91892,"Low-income countries","In policy document"
"3135","Nepal","NPL",2002,0,100,"Low-income countries","In policy document"
"3136","Nepal","NPL",2003,0,100,"Low-income countries","In policy document"
"3137","Nepal","NPL",2004,0.41841,99.58159,"Low-income countries","In policy document"
"3138","Nepal","NPL",2005,0.7968127,99.203186,"Low-income countries","In policy document"
"3139","Nepal","NPL",2006,0.36764705,99.632355,"Low-income countries","In policy document"
"3140","Nepal","NPL",2007,0.36101082,99.63899,"Low-income countries","In policy document"
"3141","Nepal","NPL",2008,0.35842294,99.64158,"Low-income countries","In policy document"
"3142","Nepal","NPL",2009,0.32467532,99.67532,"Low-income countries","In policy document"
"3143","Nepal","NPL",2010,0,100,"Low-income countries","In policy document"
"3144","Nepal","NPL",2011,0,100,"Low-income countries","In policy document"
"3145","Nepal","NPL",2012,0.56657225,99.433426,"Low-income countries","In policy document"
"3146","Nepal","NPL",2013,0.28571427,99.71429,"Low-income countries","In policy document"
"3147","Nepal","NPL",2014,0,100,"Low-income countries","In policy document"
"3148","Nepal","NPL",2015,0,100,"Low-income countries","In policy document"
"3149","Nepal","NPL",2016,0,100,"Low-income countries","In policy document"
"3150","Nepal","NPL",2017,0,100,"Low-income countries","In policy document"
"3151","Nepal","NPL",2018,0,100,"Low-income countries","In policy document"
"3152","Nepal","NPL",2019,0,100,"Lower-middle-income countries","In policy document"
"3153","Nepal","NPL",2020,0,100,"Lower-middle-income countries","In policy document"
"3154","Nepal","NPL",2021,0,100,"Lower-middle-income countries","In policy document"
"3155","Nepal","NPL",2022,0,100,"Lower-middle-income countries","In policy document"
"3156","Netherlands","NLD",1987,90.43215,1.029979,"High-income countries","In law"
"3157","Netherlands","NLD",1988,89.69909,1.2246245,"High-income countries","In law"
"3158","Netherlands","NLD",1989,89.48016,1.3136109,"High-income countries","In law"
"3159","Netherlands","NLD",1990,93.88967,1.1598303,"High-income countries","In law"
"3160","Netherlands","NLD",1991,94.181915,1.2701447,"High-income countries","In law"
"3161","Netherlands","NLD",1992,93.67089,1.3185655,"High-income countries","In law"
"3162","Netherlands","NLD",1993,93.34476,1.4496574,"High-income countries","In law"
"3163","Netherlands","NLD",1994,93.31715,1.6100178,"High-income countries","In law"
"3164","Netherlands","NLD",1995,93.19378,1.7673602,"High-income countries","In law"
"3165","Netherlands","NLD",1996,92.88688,2.1648626,"High-income countries","In law"
"3166","Netherlands","NLD",1997,94.806114,2.3619273,"High-income countries","In law"
"3167","Netherlands","NLD",1998,93.14241,2.5953686,"High-income countries","In law"
"3168","Netherlands","NLD",1999,92.55518,2.947393,"High-income countries","In law"
"3169","Netherlands","NLD",2000,92.16444,3.3727005,"High-income countries","In law"
"3170","Netherlands","NLD",2001,92.08813,3.5923593,"High-income countries","In law"
"3171","Netherlands","NLD",2002,91.66315,4.20541,"High-income countries","In law"
"3172","Netherlands","NLD",2003,91.64135,4.1478996,"High-income countries","In law"
"3173","Netherlands","NLD",2004,90.86355,5.3095574,"High-income countries","In law"
"3174","Netherlands","NLD",2005,88.369026,7.571298,"High-income countries","In law"
"3175","Netherlands","NLD",2006,88.17679,8.264972,"High-income countries","In law"
"3176","Netherlands","NLD",2007,88.62847,7.320602,"High-income countries","In law"
"3177","Netherlands","NLD",2008,87.10103,8.97279,"High-income countries","In law"
"3178","Netherlands","NLD",2009,86.57766,9.63952,"High-income countries","In law"
"3179","Netherlands","NLD",2010,87.16342,9.475021,"High-income countries","In law"
"3180","Netherlands","NLD",2011,85.38708,10.9375,"High-income countries","In law"
"3181","Netherlands","NLD",2012,83.983574,12.193214,"High-income countries","In law"
"3182","Netherlands","NLD",2013,85.093475,12.032618,"High-income countries","In law"
"3183","Netherlands","NLD",2014,84.58374,11.410381,"High-income countries","In law"
"3184","Netherlands","NLD",2015,83.695755,12.560785,"High-income countries","In law"
"3185","Netherlands","NLD",2016,83.55563,12.969462,"High-income countries","In law"
"3186","Netherlands","NLD",2017,82.04929,15.020682,"High-income countries","In law"
"3187","Netherlands","NLD",2018,80.20336,16.693192,"High-income countries","In law"
"3188","Netherlands","NLD",2019,77.75093,18.992086,"High-income countries","In law"
"3189","Netherlands","NLD",2020,69.80978,26.836668,"High-income countries","In law"
"3190","Netherlands","NLD",2021,63.427155,33.402317,"High-income countries","In law"
"3191","Netherlands","NLD",2022,56.515568,40.01169,"High-income countries","In law"
"3192","Netherlands","NLD",2023,49.359886,47.30148,"High-income countries","In law"
"3193","Netherlands","NLD",2024,46.287815,50.7686,"High-income countries","In law"
"3194","New Zealand","NZL",2000,28.244667,71.75533,"High-income countries","In law"
"3195","New Zealand","NZL",2001,36.354378,63.645622,"High-income countries","In law"
"3196","New Zealand","NZL",2002,30.365582,69.63442,"High-income countries","In law"
"3197","New Zealand","NZL",2003,33.91132,66.088684,"High-income countries","In law"
"3198","New Zealand","NZL",2004,27.608232,72.39177,"High-income countries","In law"
"3199","New Zealand","NZL",2005,35.59322,64.406784,"High-income countries","In law"
"3200","New Zealand","NZL",2006,35.223045,64.77695,"High-income countries","In law"
"3201","New Zealand","NZL",2007,34.50899,65.491005,"High-income countries","In law"
"3202","New Zealand","NZL",2008,35.768612,64.23139,"High-income countries","In law"
"3203","New Zealand","NZL",2009,28.31199,71.68801,"High-income countries","In law"
"3204","New Zealand","NZL",2010,26.878807,73.12119,"High-income countries","In law"
"3205","New Zealand","NZL",2011,24.008207,75.9918,"High-income countries","In law"
"3206","New Zealand","NZL",2012,28.274286,71.725716,"High-income countries","In law"
"3207","New Zealand","NZL",2013,25.807962,74.19204,"High-income countries","In law"
"3208","New Zealand","NZL",2014,20.89935,79.100655,"High-income countries","In law"
"3209","New Zealand","NZL",2015,19.921965,80.07803,"High-income countries","In law"
"3210","New Zealand","NZL",2016,15.666281,84.33372,"High-income countries","In law"
"3211","New Zealand","NZL",2017,18.781492,81.218506,"High-income countries","In law"
"3212","New Zealand","NZL",2018,16.601875,83.39813,"High-income countries","In law"
"3213","New Zealand","NZL",2019,17.577143,82.42286,"High-income countries","In law"
"3214","New Zealand","NZL",2020,19.07728,80.92273,"High-income countries","In law"
"3215","New Zealand","NZL",2021,18.277842,81.72216,"High-income countries","In law"
"3216","New Zealand","NZL",2022,14.1160345,85.883965,"High-income countries","In law"
"3217","New Zealand","NZL",2023,12.357501,87.642494,"High-income countries","In law"
"3218","New Zealand","NZL",2024,14.9347725,85.06523,"High-income countries","In law"
"3219","Nicaragua","NIC",2000,78.50877,21.491228,"Low-income countries","Proposed / in discussion"
"3220","Nicaragua","NIC",2001,80.16194,19.838057,"Low-income countries","Proposed / in discussion"
"3221","Nicaragua","NIC",2002,74.90196,25.09804,"Low-income countries","Proposed / in discussion"
"3222","Nicaragua","NIC",2003,72.59259,27.407408,"Low-income countries","Proposed / in discussion"
"3223","Nicaragua","NIC",2004,71.88612,28.11388,"Low-income countries","Proposed / in discussion"
"3224","Nicaragua","NIC",2005,64.33567,35.664337,"Lower-middle-income countries","Proposed / in discussion"
"3225","Nicaragua","NIC",2006,69.96805,30.031948,"Lower-middle-income countries","Proposed / in discussion"
"3226","Nicaragua","NIC",2007,71.25,28.75,"Lower-middle-income countries","Proposed / in discussion"
"3227","Nicaragua","NIC",2008,64.583336,35.416668,"Lower-middle-income countries","Proposed / in discussion"
"3228","Nicaragua","NIC",2009,69.27537,30.724636,"Lower-middle-income countries","Proposed / in discussion"
"3229","Nicaragua","NIC",2010,63.287666,36.71233,"Lower-middle-income countries","Proposed / in discussion"
"3230","Nicaragua","NIC",2011,66.14173,33.85827,"Lower-middle-income countries","Proposed / in discussion"
"3231","Nicaragua","NIC",2012,57.320095,42.6799,"Lower-middle-income countries","Proposed / in discussion"
"3232","Nicaragua","NIC",2013,47.72182,52.27818,"Lower-middle-income countries","Proposed / in discussion"
"3233","Nicaragua","NIC",2014,46.18834,53.81166,"Lower-middle-income countries","Proposed / in discussion"
"3234","Nicaragua","NIC",2015,49.891064,50.10893,"Lower-middle-income countries","Proposed / in discussion"
"3235","Nicaragua","NIC",2016,47.712418,52.287582,"Lower-middle-income countries","Proposed / in discussion"
"3236","Nicaragua","NIC",2017,44.02655,55.97345,"Lower-middle-income countries","Proposed / in discussion"
"3237","Nicaragua","NIC",2018,41.29032,58.709675,"Lower-middle-income countries","Proposed / in discussion"
"3238","Nicaragua","NIC",2019,43.013103,56.986897,"Lower-middle-income countries","Proposed / in discussion"
"3239","Nicaragua","NIC",2020,30.079155,69.920845,"Lower-middle-income countries","Proposed / in discussion"
"3240","Nicaragua","NIC",2021,30.878859,69.12114,"Lower-middle-income countries","Proposed / in discussion"
"3241","Nicaragua","NIC",2022,35.879627,64.12037,"Lower-middle-income countries","Proposed / in discussion"
"3242","Nicaragua","NIC",2023,35.46911,64.53089,"Lower-middle-income countries","Proposed / in discussion"
"3243","Niger","NER",2000,100,0,"Low-income countries","Proposed / in discussion"
"3244","Niger","NER",2001,100,0,"Low-income countries","Proposed / in discussion"
"3245","Niger","NER",2002,100,0,"Low-income countries","Proposed / in discussion"
"3246","Niger","NER",2003,100,0,"Low-income countries","Proposed / in discussion"
"3247","Niger","NER",2004,100,0,"Low-income countries","Proposed / in discussion"
"3248","Niger","NER",2005,100,0,"Low-income countries","Proposed / in discussion"
"3249","Niger","NER",2006,100,0,"Low-income countries","Proposed / in discussion"
"3250","Niger","NER",2007,100,0,"Low-income countries","Proposed / in discussion"
"3251","Niger","NER",2008,100,0,"Low-income countries","Proposed / in discussion"
"3252","Niger","NER",2009,100,0,"Low-income countries","Proposed / in discussion"
"3253","Niger","NER",2010,100,0,"Low-income countries","Proposed / in discussion"
"3254","Niger","NER",2011,100,0,"Low-income countries","Proposed / in discussion"
"3255","Niger","NER",2012,100,0,"Low-income countries","Proposed / in discussion"
"3256","Niger","NER",2013,100,0,"Low-income countries","Proposed / in discussion"
"3257","Niger","NER",2014,97.77778,2.2222223,"Low-income countries","Proposed / in discussion"
"3258","Niger","NER",2015,98.14814,1.8518517,"Low-income countries","Proposed / in discussion"
"3259","Niger","NER",2016,98.57143,1.4285715,"Low-income countries","Proposed / in discussion"
"3260","Niger","NER",2017,98.21429,1.7857143,"Low-income countries","Proposed / in discussion"
"3261","Niger","NER",2018,98.11321,1.8867925,"Low-income countries","Proposed / in discussion"
"3262","Niger","NER",2019,97.01492,2.9850745,"Low-income countries","Proposed / in discussion"
"3263","Niger","NER",2020,97.01492,2.9850745,"Low-income countries","Proposed / in discussion"
"3264","Niger","NER",2021,97.1831,2.8169014,"Low-income countries","Proposed / in discussion"
"3265","Niger","NER",2022,97.468346,2.5316455,"Low-income countries","Proposed / in discussion"
"3266","Niger","NER",2023,97.49999,2.5,"Low-income countries","Proposed / in discussion"
"3267","Nigeria","NGA",2000,61.736774,38.26323,"Low-income countries","In law"
"3268","Nigeria","NGA",2001,61.732384,38.267616,"Low-income countries","In law"
"3269","Nigeria","NGA",2002,61.763344,38.23666,"Low-income countries","In law"
"3270","Nigeria","NGA",2003,63.0693,36.93069,"Low-income countries","In law"
"3271","Nigeria","NGA",2004,66.5706,33.429394,"Low-income countries","In law"
"3272","Nigeria","NGA",2005,66.96391,33.036095,"Low-income countries","In law"
"3273","Nigeria","NGA",2006,72.88062,27.119375,"Low-income countries","In law"
"3274","Nigeria","NGA",2007,72.857765,27.142235,"Low-income countries","In law"
"3275","Nigeria","NGA",2008,72.869316,27.13068,"Lower-middle-income countries","In law"
"3276","Nigeria","NGA",2009,77.05912,22.940878,"Lower-middle-income countries","In law"
"3277","Nigeria","NGA",2010,75.583626,24.41638,"Lower-middle-income countries","In law"
"3278","Nigeria","NGA",2011,78.21745,21.782543,"Lower-middle-income countries","In law"
"3279","Nigeria","NGA",2012,80.201805,19.798191,"Lower-middle-income countries","In law"
"3280","Nigeria","NGA",2013,81.43795,18.562046,"Lower-middle-income countries","In law"
"3281","Nigeria","NGA",2014,83.30235,16.697645,"Lower-middle-income countries","In law"
"3282","Nigeria","NGA",2015,80.49443,19.505577,"Lower-middle-income countries","In law"
"3283","Nigeria","NGA",2016,77.53147,22.468527,"Lower-middle-income countries","In law"
"3284","Nigeria","NGA",2017,75.80645,24.193548,"Lower-middle-income countries","In law"
"3285","Nigeria","NGA",2018,78.83411,21.165895,"Lower-middle-income countries","In law"
"3286","Nigeria","NGA",2019,76.659355,23.340649,"Lower-middle-income countries","In law"
"3287","Nigeria","NGA",2020,79.44737,20.552631,"Lower-middle-income countries","In law"
"3288","Nigeria","NGA",2021,79.33673,20.663265,"Lower-middle-income countries","In law"
"3289","Nigeria","NGA",2022,75.289474,24.710527,"Lower-middle-income countries","In law"
"3290","Nigeria","NGA",2023,77.11127,22.888731,"Lower-middle-income countries","In law"
"3291","Nigeria","NGA",2024,76.97483,23.025167,"Lower-middle-income countries","In law"
"3292","North Korea","PRK",2000,47.668396,52.33161,"Low-income countries","In policy document"
"3293","North Korea","PRK",2001,47.78497,52.21503,"Low-income countries","In policy document"
"3294","North Korea","PRK",2002,46.5412,53.4588,"Low-income countries","In policy document"
"3295","North Korea","PRK",2003,44.444447,55.55556,"Low-income countries","In policy document"
"3296","North Korea","PRK",2004,43.36688,56.633118,"Low-income countries","In policy document"
"3297","North Korea","PRK",2005,42.907337,57.092663,"Low-income countries","In policy document"
"3298","North Korea","PRK",2006,44.016136,55.983864,"Low-income countries","In policy document"
"3299","North Korea","PRK",2007,38.522675,61.477325,"Low-income countries","In policy document"
"3300","North Korea","PRK",2008,39.59237,60.407635,"Low-income countries","In policy document"
"3301","North Korea","PRK",2009,47.04876,52.951244,"Low-income countries","In policy document"
"3302","North Korea","PRK",2010,43.69962,56.300385,"Low-income countries","In policy document"
"3303","North Korea","PRK",2011,37.37422,62.625774,"Low-income countries","In policy document"
"3304","North Korea","PRK",2012,37.453182,62.546814,"Low-income countries","In policy document"
"3305","North Korea","PRK",2013,37.323624,62.67638,"Low-income countries","In policy document"
"3306","North Korea","PRK",2014,40.037247,59.962757,"Low-income countries","In policy document"
"3307","North Korea","PRK",2015,47.54358,52.45642,"Low-income countries","In policy document"
"3308","North Korea","PRK",2016,46.619072,53.38093,"Low-income countries","In policy document"
"3309","North Korea","PRK",2017,49.50918,50.49082,"Low-income countries","In policy document"
"3310","North Korea","PRK",2018,48.731377,51.268623,"Low-income countries","In policy document"
"3311","North Korea","PRK",2019,53.60134,46.398663,"Low-income countries","In policy document"
"3312","North Korea","PRK",2020,46.473026,53.52697,"Low-income countries","In policy document"
"3313","North Korea","PRK",2021,36.67577,63.32423,"Low-income countries","In policy document"
"3314","North Korea","PRK",2022,36.91149,63.088512,"Low-income countries","In policy document"
"3315","North Macedonia","MKD",1992,85.9967,14.003295,"Lower-middle-income countries","In policy document"
"3316","North Macedonia","MKD",1993,89.96139,10.03861,"Lower-middle-income countries","In policy document"
"3317","North Macedonia","MKD",1994,88.383835,11.616161,"Lower-middle-income countries","In policy document"
"3318","North Macedonia","MKD",1995,86.949425,13.0505705,"Lower-middle-income countries","In policy document"
"3319","North Macedonia","MKD",1996,87.1988,12.801206,"Lower-middle-income countries","In policy document"
"3320","North Macedonia","MKD",1997,86.627045,13.372956,"Lower-middle-income countries","In policy document"
"3321","North Macedonia","MKD",1998,84.68085,15.319149,"Lower-middle-income countries","In policy document"
"3322","North Macedonia","MKD",1999,79.7376,20.26239,"Lower-middle-income countries","In policy document"
"3323","North Macedonia","MKD",2000,82.81938,17.180616,"Lower-middle-income countries","In policy document"
"3324","North Macedonia","MKD",2001,90.109886,9.89011,"Lower-middle-income countries","In policy document"
"3325","North Macedonia","MKD",2002,87.52052,12.479474,"Lower-middle-income countries","In policy document"
"3326","North Macedonia","MKD",2003,79.64339,20.356611,"Lower-middle-income countries","In policy document"
"3327","North Macedonia","MKD",2004,77.77778,22.222223,"Lower-middle-income countries","In policy document"
"3328","North Macedonia","MKD",2005,78.53026,21.46974,"Lower-middle-income countries","In policy document"
"3329","North Macedonia","MKD",2006,76.4622,23.537802,"Lower-middle-income countries","In policy document"
"3330","North Macedonia","MKD",2007,84.46153,15.538462,"Lower-middle-income countries","In policy document"
"3331","North Macedonia","MKD",2008,86.6878,13.312202,"Upper-middle-income countries","In policy document"
"3332","North Macedonia","MKD",2009,81.3783,18.6217,"Upper-middle-income countries","In policy document"
"3333","North Macedonia","MKD",2010,66.52892,33.471073,"Upper-middle-income countries","In policy document"
"3334","North Macedonia","MKD",2011,78.84615,21.153845,"Upper-middle-income countries","In policy document"
"3335","North Macedonia","MKD",2012,83.38657,16.613417,"Upper-middle-income countries","In policy document"
"3336","North Macedonia","MKD",2013,73.891624,26.108374,"Upper-middle-income countries","In policy document"
"3337","North Macedonia","MKD",2014,76.02231,23.977694,"Upper-middle-income countries","In policy document"
"3338","North Macedonia","MKD",2015,64.07079,35.929203,"Upper-middle-income countries","In policy document"
"3339","North Macedonia","MKD",2016,63.23268,36.767315,"Upper-middle-income countries","In policy document"
"3340","North Macedonia","MKD",2017,76.96429,23.035713,"Upper-middle-income countries","In policy document"
"3341","North Macedonia","MKD",2018,65.062386,34.93761,"Upper-middle-income countries","In policy document"
"3342","North Macedonia","MKD",2019,77.172066,22.82794,"Upper-middle-income countries","In policy document"
"3343","North Macedonia","MKD",2020,72.28464,27.715355,"Upper-middle-income countries","In policy document"
"3344","North Macedonia","MKD",2021,70.16275,29.83725,"Upper-middle-income countries","In policy document"
"3345","North Macedonia","MKD",2022,72.89562,27.104378,"Upper-middle-income countries","In policy document"
"3346","North Macedonia","MKD",2023,67.72793,32.27207,"Upper-middle-income countries","In policy document"
"3347","North Macedonia","MKD",2024,66.89655,33.103447,"Upper-middle-income countries","In policy document"
"3348","Norway","NOR",1990,0.20559211,99.79441,"High-income countries","In law"
"3349","Norway","NOR",1991,0.19898698,99.80101,"High-income countries","In law"
"3350","Norway","NOR",1992,0.17931858,99.82068,"High-income countries","In law"
"3351","Norway","NOR",1993,0.20046775,99.79954,"High-income countries","In law"
"3352","Norway","NOR",1994,0.35612535,99.643875,"High-income countries","In law"
"3353","Norway","NOR",1995,0.34355828,99.65644,"High-income countries","In law"
"3354","Norway","NOR",1996,0.49670452,99.50329,"High-income countries","In law"
"3355","Norway","NOR",1997,0.42533937,99.57466,"High-income countries","In law"
"3356","Norway","NOR",1998,0.37794194,99.62206,"High-income countries","In law"
"3357","Norway","NOR",1999,0.44157332,99.558426,"High-income countries","In law"
"3358","Norway","NOR",2000,0.2876789,99.71232,"High-income countries","In law"
"3359","Norway","NOR",2001,0.4780745,99.52193,"High-income countries","In law"
"3360","Norway","NOR",2002,0.41461918,99.58537,"High-income countries","In law"
"3361","Norway","NOR",2003,0.59998125,99.40002,"High-income countries","In law"
"3362","Norway","NOR",2004,0.6448683,99.35513,"High-income countries","In law"
"3363","Norway","NOR",2005,0.53187615,99.468124,"High-income countries","In law"
"3364","Norway","NOR",2006,0.67645603,99.32355,"High-income countries","In law"
"3365","Norway","NOR",2007,0.8595988,99.1404,"High-income countries","In law"
"3366","Norway","NOR",2008,0.5949429,99.40506,"High-income countries","In law"
"3367","Norway","NOR",2009,3.4282658,96.57174,"High-income countries","In law"
"3368","Norway","NOR",2010,4.206594,95.7934,"High-income countries","In law"
"3369","Norway","NOR",2011,3.1922495,96.807755,"High-income countries","In law"
"3370","Norway","NOR",2012,1.7717882,98.22821,"High-income countries","In law"
"3371","Norway","NOR",2013,2.0429623,97.95704,"High-income countries","In law"
"3372","Norway","NOR",2014,2.0868824,97.91312,"High-income countries","In law"
"3373","Norway","NOR",2015,2.0489511,97.95106,"High-income countries","In law"
"3374","Norway","NOR",2016,1.9455516,98.05444,"High-income countries","In law"
"3375","Norway","NOR",2017,1.8817022,98.11829,"High-income countries","In law"
"3376","Norway","NOR",2018,1.9802659,98.01974,"High-income countries","In law"
"3377","Norway","NOR",2019,2.0623178,97.93768,"High-income countries","In law"
"3378","Norway","NOR",2020,1.4839294,98.51607,"High-income countries","In law"
"3379","Norway","NOR",2021,0.6809648,99.31903,"High-income countries","In law"
"3380","Norway","NOR",2022,1.3546968,98.6453,"High-income countries","In law"
"3381","Norway","NOR",2023,1.5306454,98.46935,"High-income countries","In law"
"3382","Norway","NOR",2024,1.6077377,98.392265,"High-income countries","In law"
"3383","Oman","OMN",2000,100,0,"Upper-middle-income countries","In policy document"
"3384","Oman","OMN",2001,100,0,"Upper-middle-income countries","In policy document"
"3385","Oman","OMN",2002,100,0,"Upper-middle-income countries","In policy document"
"3386","Oman","OMN",2003,100,0,"Upper-middle-income countries","In policy document"
"3387","Oman","OMN",2004,100,0,"Upper-middle-income countries","In policy document"
"3388","Oman","OMN",2005,100,0,"Upper-middle-income countries","In policy document"
"3389","Oman","OMN",2006,100,0,"Upper-middle-income countries","In policy document"
"3390","Oman","OMN",2007,100,0,"High-income countries","In policy document"
"3391","Oman","OMN",2008,100,0,"High-income countries","In policy document"
"3392","Oman","OMN",2009,100,0,"High-income countries","In policy document"
"3393","Oman","OMN",2010,100,0,"High-income countries","In policy document"
"3394","Oman","OMN",2011,100,0,"High-income countries","In policy document"
"3395","Oman","OMN",2012,100,0,"High-income countries","In policy document"
"3396","Oman","OMN",2013,100,0,"High-income countries","In policy document"
"3397","Oman","OMN",2014,100,0,"High-income countries","In policy document"
